Class,CloseTime,30m0,30mvolume0,30m1,30mvolume1,30m2,30mvolume2,30m3,30mvolume3,30m4,30mvolume4,30m5,30mvolume5,30m6,30mvolume6,30m7,30mvolume7,30m8,30mvolume8,30m9,30mvolume9,30m10,30mvolume10,30m11,30mvolume11,30m12,30mvolume12,30m13,30mvolume13,30m14,30mvolume14,30m15,30mvolume15,4h0,4hvolume0,4h1,4hvolume1,4h2,4hvolume2,4h3,4hvolume3,4h4,4hvolume4,4h5,4hvolume5,4h6,4hvolume6,4h7,4hvolume7,4h8,4hvolume8,4h9,4hvolume9,4h10,4hvolume10,4h11,4hvolume11,4h12,4hvolume12,4h13,4hvolume13,4h14,4hvolume14,4h15,4hvolume15
Push,1514185199999,698.01,1882.70821,704.05,2225.03593,693.04,873.39341,693.21,1158.76003,693.62,2206.66433,690.19,2146.62873,679.0,1467.58822,686.09,1273.98606,673.63,1837.7526,687.35,2200.75478,685.96,1914.02862,666.01,2927.10371,673.54,2525.53141,665.0,1990.01789,658.0,1324.60395,649.1,1442.85258,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747,635.97,16007.10109,629.96,20953.11556,611.27,37940.48808
Push,1514186999999,694.96,1164.62405,698.01,1882.70821,704.05,2225.03593,693.04,873.39341,693.21,1158.76003,693.62,2206.66433,690.19,2146.62873,679.0,1467.58822,686.09,1273.98606,673.63,1837.7526,687.35,2200.75478,685.96,1914.02862,666.01,2927.10371,673.54,2525.53141,665.0,1990.01789,658.0,1324.60395,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747,635.97,16007.10109,629.96,20953.11556,611.27,37940.48808
Pull,1514195999999,708.78,1519.37518,711.88,1604.06821,714.22,1867.28478,702.0,1979.75278,702.0,1661.1364,694.96,1164.62405,698.01,1882.70821,704.05,2225.03593,693.04,873.39341,693.21,1158.76003,693.62,2206.66433,690.19,2146.62873,679.0,1467.58822,686.09,1273.98606,673.63,1837.7526,687.35,2200.75478,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747,635.97,16007.10109,629.96,20953.11556
Pull,1514208599999,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,708.78,1519.37518,711.88,1604.06821,714.22,1867.28478,702.0,1979.75278,702.0,1661.1364,694.96,1164.62405,698.01,1882.70821,704.05,2225.03593,693.04,873.39341,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747,635.97,16007.10109
Push,1514215799999,697.14,1713.03476,687.0,1717.52087,700.74,2163.99967,700.0,2077.38369,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,708.78,1519.37518,711.88,1604.06821,714.22,1867.28478,702.0,1979.75278,702.0,1661.1364,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747,635.97,16007.10109
Push,1514217599999,704.0,1696.64441,697.14,1713.03476,687.0,1717.52087,700.74,2163.99967,700.0,2077.38369,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,708.78,1519.37518,711.88,1604.06821,714.22,1867.28478,702.0,1979.75278,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747
Push,1514221199999,710.68,1333.8759,717.03,1587.65276,704.0,1696.64441,697.14,1713.03476,687.0,1717.52087,700.74,2163.99967,700.0,2077.38369,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,708.78,1519.37518,711.88,1604.06821,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747
Push,1514222999999,697.6,1268.25318,710.68,1333.8759,717.03,1587.65276,704.0,1696.64441,697.14,1713.03476,687.0,1717.52087,700.74,2163.99967,700.0,2077.38369,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,708.78,1519.37518,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747
Push,1514224799999,708.44,674.10031,697.6,1268.25318,710.68,1333.8759,717.03,1587.65276,704.0,1696.64441,697.14,1713.03476,687.0,1717.52087,700.74,2163.99967,700.0,2077.38369,713.85,2995.31426,736.0,2030.23719,729.89,1768.24106,718.9,2252.5228,716.99,1665.98248,715.94,2027.36861,714.0,1918.51303,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135,697.03,13966.35747
Push,1514242799999,711.54,1192.09556,710.99,747.34443,715.33,646.88853,717.54,746.18757,713.94,1268.1803,728.1,1596.36004,722.04,1654.32288,718.99,924.95175,717.31,1333.93884,717.79,998.80404,708.44,674.10031,697.6,1268.25318,710.68,1333.8759,717.03,1587.65276,704.0,1696.64441,697.14,1713.03476,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478,666.99,13647.62135
Pull,1514251799999,715.2,1741.52733,719.02,1017.83986,725.66,984.14291,714.95,1296.6949,715.07,822.23187,711.54,1192.09556,710.99,747.34443,715.33,646.88853,717.54,746.18757,713.94,1268.1803,728.1,1596.36004,722.04,1654.32288,718.99,924.95175,717.31,1333.93884,717.79,998.80404,708.44,674.10031,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755,705.85,14699.49478
Pull,1514260799999,745.97,2094.91159,734.89,1820.10367,730.98,2157.91242,729.49,1947.58213,719.99,1036.43151,715.2,1741.52733,719.02,1017.83986,725.66,984.14291,714.95,1296.6949,715.07,822.23187,711.54,1192.09556,710.99,747.34443,715.33,646.88853,717.54,746.18757,713.94,1268.1803,728.1,1596.36004,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074,685.0,14134.54755
Pull,1514276999999,742.79,1158.28798,741.71,1393.30977,736.63,1453.06815,734.94,2078.51579,738.98,1569.50728,731.07,1997.85931,724.82,2522.08669,729.5,2074.42918,730.8,2022.7559,745.97,2094.91159,734.89,1820.10367,730.98,2157.91242,729.49,1947.58213,719.99,1036.43151,715.2,1741.52733,719.02,1017.83986,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074
Pull,1514284199999,744.23,1029.86464,747.69,999.46693,742.39,954.83787,739.25,1040.64166,742.79,1158.28798,741.71,1393.30977,736.63,1453.06815,734.94,2078.51579,738.98,1569.50728,731.07,1997.85931,724.82,2522.08669,729.5,2074.42918,730.8,2022.7559,745.97,2094.91159,734.89,1820.10367,730.98,2157.91242,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445,694.0,10744.66074
Pull,1514298599999,741.56,1718.37662,734.77,933.0917,733.45,806.94005,737.5,866.96112,734.56,1277.80079,736.05,1091.45865,730.97,1570.91904,743.0,1070.75552,744.23,1029.86464,747.69,999.46693,742.39,954.83787,739.25,1040.64166,742.79,1158.28798,741.71,1393.30977,736.63,1453.06815,734.94,2078.51579,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445
Pull,1514300399999,737.0,1516.26515,741.56,1718.37662,734.77,933.0917,733.45,806.94005,737.5,866.96112,734.56,1277.80079,736.05,1091.45865,730.97,1570.91904,743.0,1070.75552,744.23,1029.86464,747.69,999.46693,742.39,954.83787,739.25,1040.64166,742.79,1158.28798,741.71,1393.30977,736.63,1453.06815,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434,591.1,16880.1937,639.01,13143.17717,636.88,28314.70405,640.34,11808.37445
Pull,1514347199999,761.0,893.60489,756.5,865.76829,754.55,732.43663,752.46,896.37365,757.02,997.73635,760.3,1095.75977,756.99,1023.58135,753.64,923.67639,750.0,934.5817,741.71,619.97534,738.23,719.57134,739.23,625.49885,743.29,655.62985,739.12,573.3928,737.0,759.18603,742.8,865.2106,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701,609.0,18219.66434
Pull,1514370599999,730.0,1254.12598,748.86,1710.24178,756.01,880.18577,762.47,669.08173,760.04,854.17767,762.48,982.9452,763.0,1484.2666,762.37,896.24547,764.35,1081.035,763.71,842.50879,762.99,828.68178,762.2,1260.81589,761.05,712.55771,761.0,893.60489,756.5,865.76829,754.55,732.43663,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329,658.0,8820.66529,597.7,10053.53701
Push,1514393999999,706.02,2480.27963,733.3,1245.55421,732.8,1079.73277,737.0,1748.76823,734.75,2010.2115,755.09,808.23041,759.0,651.88813,751.05,944.36989,757.33,1009.68262,755.75,1311.78909,748.78,1036.13948,737.01,1101.49743,737.75,1141.74764,730.0,1254.12598,748.86,1710.24178,756.01,880.18577,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787,702.0,13318.95109,679.0,16136.76329
Pull,1514426399999,738.5,905.72301,735.97,717.29429,732.6,804.15173,732.09,621.02739,739.89,652.25639,736.27,616.31888,735.31,919.90387,734.73,671.66585,732.41,589.38197,732.54,512.2596,721.0,783.06295,723.67,802.18045,721.75,1090.50909,737.03,1363.75307,728.94,900.01958,720.43,1157.60708,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787
Push,1514429999999,670.0,7581.57742,727.61,1423.49963,738.5,905.72301,735.97,717.29429,732.6,804.15173,732.09,621.02739,739.89,652.25639,736.27,616.31888,735.31,919.90387,734.73,671.66585,732.41,589.38197,732.54,512.2596,721.0,783.06295,723.67,802.18045,721.75,1090.50909,737.03,1363.75307,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591,718.9,14834.86787
Pull,1514438999999,689.12,1971.79379,697.85,1560.86674,702.55,2096.87419,695.94,2525.28115,691.0,5554.75132,670.0,7581.57742,727.61,1423.49963,738.5,905.72301,735.97,717.29429,732.6,804.15173,732.09,621.02739,739.89,652.25639,736.27,616.31888,735.31,919.90387,734.73,671.66585,732.41,589.38197,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966,704.0,16162.37591
Push,1514458799999,654.0,2319.0219,687.08,1537.63801,683.7,1271.83807,696.02,963.23142,691.0,1140.64041,683.96,1049.44458,687.52,1301.9634,688.99,2317.91708,680.0,1686.41979,684.39,1957.23317,674.06,1976.74242,689.12,1971.79379,697.85,1560.86674,702.55,2096.87419,695.94,2525.28115,691.0,5554.75132,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966
Push,1514460599999,663.55,2061.32706,654.0,2319.0219,687.08,1537.63801,683.7,1271.83807,696.02,963.23142,691.0,1140.64041,683.96,1049.44458,687.52,1301.9634,688.99,2317.91708,680.0,1686.41979,684.39,1957.23317,674.06,1976.74242,689.12,1971.79379,697.85,1560.86674,702.55,2096.87419,695.94,2525.28115,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832,722.04,9775.89966
Push,1514464199999,669.99,1590.25928,668.79,1550.41719,663.55,2061.32706,654.0,2319.0219,687.08,1537.63801,683.7,1271.83807,696.02,963.23142,691.0,1140.64041,683.96,1049.44458,687.52,1301.9634,688.99,2317.91708,680.0,1686.41979,684.39,1957.23317,674.06,1976.74242,689.12,1971.79379,697.85,1560.86674,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142,714.95,8315.9832
Push,1514482199999,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,696.95,1316.26757,688.61,1120.39437,688.16,1043.97879,683.0,1322.38676,669.99,1590.25928,668.79,1550.41719,663.55,2061.32706,654.0,2319.0219,687.08,1537.63801,683.7,1271.83807,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142
Push,1514487599999,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,696.95,1316.26757,688.61,1120.39437,688.16,1043.97879,683.0,1322.38676,669.99,1590.25928,668.79,1550.41719,663.55,2061.32706,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207,745.97,12800.45142
Push,1514492999999,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,696.95,1316.26757,688.61,1120.39437,688.16,1043.97879,683.0,1322.38676,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514494799999,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,696.95,1316.26757,688.61,1120.39437,688.16,1043.97879,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514498399999,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,696.95,1316.26757,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514500199999,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,700.32,1315.39945,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514501999999,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,707.89,1301.54152,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514503799999,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,703.79,663.48181,701.0,757.78374,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229,741.71,15111.53207
Push,1514507399999,709.7,795.69561,707.89,997.01896,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,686.0,1283.73629,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229
Push,1514509199999,714.42,1057.5705,709.7,795.69561,707.89,997.01896,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,680.12,1400.23758,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229
Push,1514510999999,707.52,843.47712,714.42,1057.5705,709.7,795.69561,707.89,997.01896,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,698.0,897.89166,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229
Push,1514512799999,712.07,1060.79905,707.52,843.47712,714.42,1057.5705,709.7,795.69561,707.89,997.01896,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,688.18,1121.0421,672.15,1653.00256,688.89,1831.09917,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229
Pull,1514518199999,731.3,1576.01546,732.47,1492.04926,729.39,1754.2424,712.07,1060.79905,707.52,843.47712,714.42,1057.5705,709.7,795.69561,707.89,997.01896,701.99,574.08498,696.99,494.78636,701.02,642.91241,693.14,517.06542,687.21,1042.96839,690.94,1097.76426,692.12,956.87593,688.2,840.95836,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807,741.1,9624.90869,736.05,8916.23229
Push,1514541599999,717.0,1708.73756,722.86,1546.17245,732.67,1028.07184,734.99,1154.73713,731.88,1431.17659,728.03,1655.93183,744.0,981.50805,745.02,1347.76787,740.05,1267.55536,734.8,1362.96837,733.7,941.62492,740.03,1421.44901,735.11,1254.28179,731.3,1576.01546,732.47,1492.04926,729.39,1754.2424,731.88,10409.982,735.11,9834.13119,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807
Push,1514546999999,720.9,1756.91523,708.02,2753.25881,722.12,1623.61967,717.0,1708.73756,722.86,1546.17245,732.67,1028.07184,734.99,1154.73713,731.88,1431.17659,728.03,1655.93183,744.0,981.50805,745.02,1347.76787,740.05,1267.55536,734.8,1362.96837,733.7,941.62492,740.03,1421.44901,735.11,1254.28179,731.88,10409.982,735.11,9834.13119,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651,744.42,7846.30807
Pull,1514550599999,723.99,1423.41836,727.13,1249.9622,720.9,1756.91523,708.02,2753.25881,722.12,1623.61967,717.0,1708.73756,722.86,1546.17245,732.67,1028.07184,734.99,1154.73713,731.88,1431.17659,728.03,1655.93183,744.0,981.50805,745.02,1347.76787,740.05,1267.55536,734.8,1362.96837,733.7,941.62492,727.13,12821.47489,731.88,10409.982,735.11,9834.13119,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651
Push,1514552399999,719.33,1568.97311,723.99,1423.41836,727.13,1249.9622,720.9,1756.91523,708.02,2753.25881,722.12,1623.61967,717.0,1708.73756,722.86,1546.17245,732.67,1028.07184,734.99,1154.73713,731.88,1431.17659,728.03,1655.93183,744.0,981.50805,745.02,1347.76787,740.05,1267.55536,734.8,1362.96837,727.13,12821.47489,731.88,10409.982,735.11,9834.13119,707.89,6323.47671,688.2,9691.44953,701.0,9768.01148,668.79,11893.55864,687.52,14869.81058,695.94,20133.30594,739.89,5547.02996,721.75,12062.38436,732.8,9564.67264,748.78,8647.19748,762.48,8089.05644,761.0,7428.93732,750.0,5753.04651
